
nurfaidzal,bintang 5,"pengiriman cepat sekali, packing rapi sekali jos pokoknya"
Fiorella,bintang 5,No review text
D***y,bintang 5,"mantap, sudah pembelian yang ke sekian kalinya"
Adhitya,bintang 5,mantap jiwa enak bet sambel nya
R***n,bintang 5,terlalu asin
Gindo,bintang 5,maknyus dan pengirimannya cepat
Muhammad,bintang 5,Enak banget!!!
M***d,bintang 5,awor awor mantap
MUH,bintang 5,"barang bagus sesuai deskripsi, reapon penjual ceoat. kemasan aman sampai diterima.. recomended.."
f***h,bintang 5,"Sering liat reels'a eat sambel di yt, setalah seminggu liatin akhirnya ngiler, dan coba pesen, dan beneran enak cma makan pake nasi putih ama sambel doang over all sa..."
ahmad,bintang 5,"kalau rasa g usah di ragukan lg 🤤🤤🤤
cuma minta tolong di kasih bubblewrap
atau g yg lebih rapih packingnya
biar g merusak kemasan produk"
Abid,bintang 5,Awor awor mantap
A***n,bintang 4,Barang sesuai deskripsi. Terimakasih!
Thifal,bintang 5,"Barang sangat bagus, pengiriman cepat, thanks sellerrrrr, next order lagi"
S***n,bintang 5,enak
Andro,bintang 1,"ayam suwir sama terinya enak tapi buat satu ini nggak kali, saya ambil semua isi dalemnya karna udah rada gaenak pas ambil 2 sendok ga ada cuminya, total bagian cuminya c..."
Feby,bintang 5,"Good seller, good product and fast delivery thx 👍👍👍👍👍🙏"
V***a,bintang 5,Pelayanannya bagus barang cepat sampai dan produknya enak
S***r,bintang 5,👍
Dadang,bintang 5,Mantap
Yunita,bintang 4,agak kecewa. cumi nyah rada alot. biasa nyah ga. padahal expired nyh masib lama
B***n,bintang 2,Sambalnya kurang enak dan setiap kali makan besoknya pasti sakit perut tapi packagingnnya bagus
M***i,bintang 5,"Pedesnya pas ,gak terlalu pedes ,cuminya lumayan banyak tapi kurang harum aja sih"
I***h,bintang 5,"sambal sampai dengan keadaan baik, gaada minyak yang tumpah ataupun wadah yang penyok. kecepatan pengiriman standar. untuk rasanya sendiri belum dicoba tapi dulu sempet b..."
N***a,bintang 5,"uenak tenan, gw pesan lagi di tiktok wkwkwk"
Z***n,bintang 5,"mantap, sedap cuminya"
Salsabilla,bintang 4,"kepedesan buat aku, cuminya agak keras tp enak bgt kalo sama nasi panasss"
R***a,bintang 5,barang sudah di terima dengan keadaan baik
Pujawan,bintang 5,"pesen ke dua varian ini, enakk"
I***r,bintang 5,Puas banget sama pelayanannya
Mia,bintang 5,"rasanya mantul banget, pengiriman nya CPT banget 👍👍👍"
Aquila,bintang 5,terlalu pedes
Muhammad,bintang 5,"pengiriman cepat, rasanya mantap"
Farrel,bintang 5,enak bngttt sambel cuminya❤
P***A,bintang 5,pedesnya nonjok.. cuminya gede.. sesuai deskripsi sambal enak
Putra,bintang 5,Top
Fakhri,bintang 5,udah paling Favorit
D***a,bintang 5,Jika ada opsi instan delivery akan lebih mantap
A***i,bintang 5,"cumi nya agak keras, sambelnya enak parah"
B***a,bintang 5,enakkkkk
S***e,bintang 3,cuminy sedikit n keras sambalny asin bgt
Moechamad,bintang 5,mantap rasa d pedasnya..
Billy,bintang 5,"mantaabb,,
pelayanan bagus, Fast Respon
mantab seee pelayane"
T***a,bintang 5,No review text
A***r,bintang 5,rasanya mantap
Michael,bintang 5,cepat bgt kiriman ya semoga enak dan lahap makan pakai sambal ini
Nika,bintang 5,"weeeenakkkkk euy, packagingnya jg rapih beut, habis mau nyobain yg lain >.<"
Saefudin,bintang 5,mantaapp
K***i,bintang 5,Sambal enak murah dan praktis
Andy,bintang 5,"pedasnya pas, bikin ketagihan banget 🤤"
nurfaidzal,bintang 5,"pengiriman cepat sekali, packing rapi sekali jos pokoknya"
Fiorella,bintang 5,No review text
D***y,bintang 5,"mantap, sudah pembelian yang ke sekian kalinya"
Adhitya,bintang 5,mantap jiwa enak bet sambel nya
R***n,bintang 5,terlalu asin
Gindo,bintang 5,maknyus dan pengirimannya cepat
Muhammad,bintang 5,Enak banget!!!
M***d,bintang 5,awor awor mantap
MUH,bintang 5,"barang bagus sesuai deskripsi, reapon penjual ceoat. kemasan aman sampai diterima.. recomended.."
f***h,bintang 5,"Sering liat reels'a eat sambel di yt, setalah seminggu liatin akhirnya ngiler, dan coba pesen, dan beneran enak cma makan pake nasi putih ama sambel doang over all sa..."
ahmad,bintang 5,"kalau rasa g usah di ragukan lg 🤤🤤🤤
cuma minta tolong di kasih bubblewrap
atau g yg lebih rapih packingnya
biar g merusak kemasan produk"
Abid,bintang 5,Awor awor mantap
A***n,bintang 4,Barang sesuai deskripsi. Terimakasih!
Thifal,bintang 5,"Barang sangat bagus, pengiriman cepat, thanks sellerrrrr, next order lagi"
S***n,bintang 5,enak
Andro,bintang 1,"ayam suwir sama terinya enak tapi buat satu ini nggak kali, saya ambil semua isi dalemnya karna udah rada gaenak pas ambil 2 sendok ga ada cuminya, total bagian cuminya c..."
Feby,bintang 5,"Good seller, good product and fast delivery thx 👍👍👍👍👍🙏"
V***a,bintang 5,Pelayanannya bagus barang cepat sampai dan produknya enak
S***r,bintang 5,👍
Dadang,bintang 5,Mantap
Yunita,bintang 4,agak kecewa. cumi nyah rada alot. biasa nyah ga. padahal expired nyh masib lama
B***n,bintang 2,Sambalnya kurang enak dan setiap kali makan besoknya pasti sakit perut tapi packagingnnya bagus
M***i,bintang 5,"Pedesnya pas ,gak terlalu pedes ,cuminya lumayan banyak tapi kurang harum aja sih"
I***h,bintang 5,"sambal sampai dengan keadaan baik, gaada minyak yang tumpah ataupun wadah yang penyok. kecepatan pengiriman standar. untuk rasanya sendiri belum dicoba tapi dulu sempet b..."
N***a,bintang 5,"uenak tenan, gw pesan lagi di tiktok wkwkwk"
Z***n,bintang 5,"mantap, sedap cuminya"
Salsabilla,bintang 4,"kepedesan buat aku, cuminya agak keras tp enak bgt kalo sama nasi panasss"
R***a,bintang 5,barang sudah di terima dengan keadaan baik
Pujawan,bintang 5,"pesen ke dua varian ini, enakk"
I***r,bintang 5,Puas banget sama pelayanannya
Mia,bintang 5,"rasanya mantul banget, pengiriman nya CPT banget 👍👍👍"
Aquila,bintang 5,terlalu pedes
Muhammad,bintang 5,"pengiriman cepat, rasanya mantap"
Farrel,bintang 5,enak bngttt sambel cuminya❤
P***A,bintang 5,pedesnya nonjok.. cuminya gede.. sesuai deskripsi sambal enak
Putra,bintang 5,Top
Fakhri,bintang 5,udah paling Favorit
D***a,bintang 5,Jika ada opsi instan delivery akan lebih mantap
A***i,bintang 5,"cumi nya agak keras, sambelnya enak parah"
B***a,bintang 5,enakkkkk
S***e,bintang 3,cuminy sedikit n keras sambalny asin bgt
Moechamad,bintang 5,mantap rasa d pedasnya..
Billy,bintang 5,"mantaabb,,
pelayanan bagus, Fast Respon
mantab seee pelayane"
T***a,bintang 5,No review text
A***r,bintang 5,rasanya mantap
Michael,bintang 5,cepat bgt kiriman ya semoga enak dan lahap makan pakai sambal ini
Nika,bintang 5,"weeeenakkkkk euy, packagingnya jg rapih beut, habis mau nyobain yg lain >.<"
Saefudin,bintang 5,mantaapp
K***i,bintang 5,Sambal enak murah dan praktis
Andy,bintang 5,"pedasnya pas, bikin ketagihan banget 🤤"
nurfaidzal,bintang 5,"pengiriman cepat sekali, packing rapi sekali jos pokoknya"
Fiorella,bintang 5,No review text
D***y,bintang 5,"mantap, sudah pembelian yang ke sekian kalinya"
Adhitya,bintang 5,mantap jiwa enak bet sambel nya
R***n,bintang 5,terlalu asin
Gindo,bintang 5,maknyus dan pengirimannya cepat
Muhammad,bintang 5,Enak banget!!!
M***d,bintang 5,awor awor mantap
MUH,bintang 5,"barang bagus sesuai deskripsi, reapon penjual ceoat. kemasan aman sampai diterima.. recomended.."
f***h,bintang 5,"Sering liat reels'a eat sambel di yt, setalah seminggu liatin akhirnya ngiler, dan coba pesen, dan beneran enak cma makan pake nasi putih ama sambel doang over all sa..."
ahmad,bintang 5,"kalau rasa g usah di ragukan lg 🤤🤤🤤
cuma minta tolong di kasih bubblewrap
atau g yg lebih rapih packingnya
biar g merusak kemasan produk"
Abid,bintang 5,Awor awor mantap
A***n,bintang 4,Barang sesuai deskripsi. Terimakasih!
Thifal,bintang 5,"Barang sangat bagus, pengiriman cepat, thanks sellerrrrr, next order lagi"
S***n,bintang 5,enak
Andro,bintang 1,"ayam suwir sama terinya enak tapi buat satu ini nggak kali, saya ambil semua isi dalemnya karna udah rada gaenak pas ambil 2 sendok ga ada cuminya, total bagian cuminya c..."
Feby,bintang 5,"Good seller, good product and fast delivery thx 👍👍👍👍👍🙏"
V***a,bintang 5,Pelayanannya bagus barang cepat sampai dan produknya enak
S***r,bintang 5,👍
Dadang,bintang 5,Mantap
Yunita,bintang 4,agak kecewa. cumi nyah rada alot. biasa nyah ga. padahal expired nyh masib lama
B***n,bintang 2,Sambalnya kurang enak dan setiap kali makan besoknya pasti sakit perut tapi packagingnnya bagus
M***i,bintang 5,"Pedesnya pas ,gak terlalu pedes ,cuminya lumayan banyak tapi kurang harum aja sih"
I***h,bintang 5,"sambal sampai dengan keadaan baik, gaada minyak yang tumpah ataupun wadah yang penyok. kecepatan pengiriman standar. untuk rasanya sendiri belum dicoba tapi dulu sempet b..."
N***a,bintang 5,"uenak tenan, gw pesan lagi di tiktok wkwkwk"
Z***n,bintang 5,"mantap, sedap cuminya"
Salsabilla,bintang 4,"kepedesan buat aku, cuminya agak keras tp enak bgt kalo sama nasi panasss"
R***a,bintang 5,barang sudah di terima dengan keadaan baik
Pujawan,bintang 5,"pesen ke dua varian ini, enakk"
I***r,bintang 5,Puas banget sama pelayanannya
Mia,bintang 5,"rasanya mantul banget, pengiriman nya CPT banget 👍👍👍"
Aquila,bintang 5,terlalu pedes
Muhammad,bintang 5,"pengiriman cepat, rasanya mantap"
Farrel,bintang 5,enak bngttt sambel cuminya❤
P***A,bintang 5,pedesnya nonjok.. cuminya gede.. sesuai deskripsi sambal enak
Putra,bintang 5,Top
Fakhri,bintang 5,udah paling Favorit
D***a,bintang 5,Jika ada opsi instan delivery akan lebih mantap
A***i,bintang 5,"cumi nya agak keras, sambelnya enak parah"
B***a,bintang 5,enakkkkk
S***e,bintang 3,cuminy sedikit n keras sambalny asin bgt
Moechamad,bintang 5,mantap rasa d pedasnya..
Billy,bintang 5,"mantaabb,,
pelayanan bagus, Fast Respon
mantab seee pelayane"
T***a,bintang 5,No review text
A***r,bintang 5,rasanya mantap
Michael,bintang 5,cepat bgt kiriman ya semoga enak dan lahap makan pakai sambal ini
Nika,bintang 5,"weeeenakkkkk euy, packagingnya jg rapih beut, habis mau nyobain yg lain >.<"
Saefudin,bintang 5,mantaapp
K***i,bintang 5,Sambal enak murah dan praktis
Andy,bintang 5,"pedasnya pas, bikin ketagihan banget 🤤"
nurfaidzal,bintang 5,"pengiriman cepat sekali, packing rapi sekali jos pokoknya"
Fiorella,bintang 5,No review text
D***y,bintang 5,"mantap, sudah pembelian yang ke sekian kalinya"
Adhitya,bintang 5,mantap jiwa enak bet sambel nya
R***n,bintang 5,terlalu asin
Gindo,bintang 5,maknyus dan pengirimannya cepat
Muhammad,bintang 5,Enak banget!!!
M***d,bintang 5,awor awor mantap
MUH,bintang 5,"barang bagus sesuai deskripsi, reapon penjual ceoat. kemasan aman sampai diterima.. recomended.."
f***h,bintang 5,"Sering liat reels'a eat sambel di yt, setalah seminggu liatin akhirnya ngiler, dan coba pesen, dan beneran enak cma makan pake nasi putih ama sambel doang over all sa..."
ahmad,bintang 5,"kalau rasa g usah di ragukan lg 🤤🤤🤤
cuma minta tolong di kasih bubblewrap
atau g yg lebih rapih packingnya
biar g merusak kemasan produk"
Abid,bintang 5,Awor awor mantap
A***n,bintang 4,Barang sesuai deskripsi. Terimakasih!
Thifal,bintang 5,"Barang sangat bagus, pengiriman cepat, thanks sellerrrrr, next order lagi"
S***n,bintang 5,enak
Andro,bintang 1,"ayam suwir sama terinya enak tapi buat satu ini nggak kali, saya ambil semua isi dalemnya karna udah rada gaenak pas ambil 2 sendok ga ada cuminya, total bagian cuminya c..."
Feby,bintang 5,"Good seller, good product and fast delivery thx 👍👍👍👍👍🙏"
V***a,bintang 5,Pelayanannya bagus barang cepat sampai dan produknya enak
S***r,bintang 5,👍
Dadang,bintang 5,Mantap
Yunita,bintang 4,agak kecewa. cumi nyah rada alot. biasa nyah ga. padahal expired nyh masib lama
B***n,bintang 2,Sambalnya kurang enak dan setiap kali makan besoknya pasti sakit perut tapi packagingnnya bagus
M***i,bintang 5,"Pedesnya pas ,gak terlalu pedes ,cuminya lumayan banyak tapi kurang harum aja sih"
I***h,bintang 5,"sambal sampai dengan keadaan baik, gaada minyak yang tumpah ataupun wadah yang penyok. kecepatan pengiriman standar. untuk rasanya sendiri belum dicoba tapi dulu sempet b..."
N***a,bintang 5,"uenak tenan, gw pesan lagi di tiktok wkwkwk"
Z***n,bintang 5,"mantap, sedap cuminya"
Salsabilla,bintang 4,"kepedesan buat aku, cuminya agak keras tp enak bgt kalo sama nasi panasss"
R***a,bintang 5,barang sudah di terima dengan keadaan baik
Pujawan,bintang 5,"pesen ke dua varian ini, enakk"
I***r,bintang 5,Puas banget sama pelayanannya
Mia,bintang 5,"rasanya mantul banget, pengiriman nya CPT banget 👍👍👍"
Aquila,bintang 5,terlalu pedes
Muhammad,bintang 5,"pengiriman cepat, rasanya mantap"
Farrel,bintang 5,enak bngttt sambel cuminya❤
P***A,bintang 5,pedesnya nonjok.. cuminya gede.. sesuai deskripsi sambal enak
Putra,bintang 5,Top
Fakhri,bintang 5,udah paling Favorit
D***a,bintang 5,Jika ada opsi instan delivery akan lebih mantap
A***i,bintang 5,"cumi nya agak keras, sambelnya enak parah"
B***a,bintang 5,enakkkkk
S***e,bintang 3,cuminy sedikit n keras sambalny asin bgt
Moechamad,bintang 5,mantap rasa d pedasnya..
Billy,bintang 5,"mantaabb,,
pelayanan bagus, Fast Respon
mantab seee pelayane"
T***a,bintang 5,No review text
A***r,bintang 5,rasanya mantap
Michael,bintang 5,cepat bgt kiriman ya semoga enak dan lahap makan pakai sambal ini
Nika,bintang 5,"weeeenakkkkk euy, packagingnya jg rapih beut, habis mau nyobain yg lain >.<"
Saefudin,bintang 5,mantaapp
K***i,bintang 5,Sambal enak murah dan praktis
Andy,bintang 5,"pedasnya pas, bikin ketagihan banget 🤤"
nurfaidzal,bintang 5,"pengiriman cepat sekali, packing rapi sekali jos pokoknya"
Fiorella,bintang 5,No review text
D***y,bintang 5,"mantap, sudah pembelian yang ke sekian kalinya"
Adhitya,bintang 5,mantap jiwa enak bet sambel nya
R***n,bintang 5,terlalu asin
Gindo,bintang 5,maknyus dan pengirimannya cepat
Muhammad,bintang 5,Enak banget!!!
M***d,bintang 5,awor awor mantap
MUH,bintang 5,"barang bagus sesuai deskripsi, reapon penjual ceoat. kemasan aman sampai diterima.. recomended.."
f***h,bintang 5,"Sering liat reels'a eat sambel di yt, setalah seminggu liatin akhirnya ngiler, dan coba pesen, dan beneran enak cma makan pake nasi putih ama sambel doang over all sa..."
ahmad,bintang 5,"kalau rasa g usah di ragukan lg 🤤🤤🤤
cuma minta tolong di kasih bubblewrap
atau g yg lebih rapih packingnya
biar g merusak kemasan produk"
Abid,bintang 5,Awor awor mantap
A***n,bintang 4,Barang sesuai deskripsi. Terimakasih!
Thifal,bintang 5,"Barang sangat bagus, pengiriman cepat, thanks sellerrrrr, next order lagi"
S***n,bintang 5,enak
Andro,bintang 1,"ayam suwir sama terinya enak tapi buat satu ini nggak kali, saya ambil semua isi dalemnya karna udah rada gaenak pas ambil 2 sendok ga ada cuminya, total bagian cuminya c..."
Feby,bintang 5,"Good seller, good product and fast delivery thx 👍👍👍👍👍🙏"
V***a,bintang 5,Pelayanannya bagus barang cepat sampai dan produknya enak
S***r,bintang 5,👍
Dadang,bintang 5,Mantap
Yunita,bintang 4,agak kecewa. cumi nyah rada alot. biasa nyah ga. padahal expired nyh masib lama
B***n,bintang 2,Sambalnya kurang enak dan setiap kali makan besoknya pasti sakit perut tapi packagingnnya bagus
M***i,bintang 5,"Pedesnya pas ,gak terlalu pedes ,cuminya lumayan banyak tapi kurang harum aja sih"
I***h,bintang 5,"sambal sampai dengan keadaan baik, gaada minyak yang tumpah ataupun wadah yang penyok. kecepatan pengiriman standar. untuk rasanya sendiri belum dicoba tapi dulu sempet b..."
N***a,bintang 5,"uenak tenan, gw pesan lagi di tiktok wkwkwk"
Z***n,bintang 5,"mantap, sedap cuminya"
Salsabilla,bintang 4,"kepedesan buat aku, cuminya agak keras tp enak bgt kalo sama nasi panasss"
R***a,bintang 5,barang sudah di terima dengan keadaan baik
Pujawan,bintang 5,"pesen ke dua varian ini, enakk"
I***r,bintang 5,Puas banget sama pelayanannya
Mia,bintang 5,"rasanya mantul banget, pengiriman nya CPT banget 👍👍👍"
Aquila,bintang 5,terlalu pedes
Muhammad,bintang 5,"pengiriman cepat, rasanya mantap"
Farrel,bintang 5,enak bngttt sambel cuminya❤
P***A,bintang 5,pedesnya nonjok.. cuminya gede.. sesuai deskripsi sambal enak
Putra,bintang 5,Top
Fakhri,bintang 5,udah paling Favorit
D***a,bintang 5,Jika ada opsi instan delivery akan lebih mantap
A***i,bintang 5,"cumi nya agak keras, sambelnya enak parah"
B***a,bintang 5,enakkkkk
S***e,bintang 3,cuminy sedikit n keras sambalny asin bgt
Moechamad,bintang 5,mantap rasa d pedasnya..
Billy,bintang 5,"mantaabb,,
pelayanan bagus, Fast Respon
mantab seee pelayane"
T***a,bintang 5,No review text
A***r,bintang 5,rasanya mantap
Michael,bintang 5,cepat bgt kiriman ya semoga enak dan lahap makan pakai sambal ini
Nika,bintang 5,"weeeenakkkkk euy, packagingnya jg rapih beut, habis mau nyobain yg lain >.<"
Saefudin,bintang 5,mantaapp
K***i,bintang 5,Sambal enak murah dan praktis
Andy,bintang 5,"pedasnya pas, bikin ketagihan banget 🤤"
nurfaidzal,bintang 5,"pengiriman cepat sekali, packing rapi sekali jos pokoknya"
Fiorella,bintang 5,No review text
D***y,bintang 5,"mantap, sudah pembelian yang ke sekian kalinya"
Adhitya,bintang 5,mantap jiwa enak bet sambel nya
R***n,bintang 5,terlalu asin
Gindo,bintang 5,maknyus dan pengirimannya cepat
Muhammad,bintang 5,Enak banget!!!
M***d,bintang 5,awor awor mantap
MUH,bintang 5,"barang bagus sesuai deskripsi, reapon penjual ceoat. kemasan aman sampai diterima.. recomended.."
f***h,bintang 5,"Sering liat reels'a eat sambel di yt, setalah seminggu liatin akhirnya ngiler, dan coba pesen, dan beneran enak cma makan pake nasi putih ama sambel doang over all sa..."
ahmad,bintang 5,"kalau rasa g usah di ragukan lg 🤤🤤🤤
cuma minta tolong di kasih bubblewrap
atau g yg lebih rapih packingnya
biar g merusak kemasan produk"
Abid,bintang 5,Awor awor mantap
A***n,bintang 4,Barang sesuai deskripsi. Terimakasih!
Thifal,bintang 5,"Barang sangat bagus, pengiriman cepat, thanks sellerrrrr, next order lagi"
S***n,bintang 5,enak
Andro,bintang 1,"ayam suwir sama terinya enak tapi buat satu ini nggak kali, saya ambil semua isi dalemnya karna udah rada gaenak pas ambil 2 sendok ga ada cuminya, total bagian cuminya c..."
Feby,bintang 5,"Good seller, good product and fast delivery thx 👍👍👍👍👍🙏"
V***a,bintang 5,Pelayanannya bagus barang cepat sampai dan produknya enak
S***r,bintang 5,👍
Dadang,bintang 5,Mantap
Yunita,bintang 4,agak kecewa. cumi nyah rada alot. biasa nyah ga. padahal expired nyh masib lama
B***n,bintang 2,Sambalnya kurang enak dan setiap kali makan besoknya pasti sakit perut tapi packagingnnya bagus
M***i,bintang 5,"Pedesnya pas ,gak terlalu pedes ,cuminya lumayan banyak tapi kurang harum aja sih"
I***h,bintang 5,"sambal sampai dengan keadaan baik, gaada minyak yang tumpah ataupun wadah yang penyok. kecepatan pengiriman standar. untuk rasanya sendiri belum dicoba tapi dulu sempet b..."
N***a,bintang 5,"uenak tenan, gw pesan lagi di tiktok wkwkwk"
Z***n,bintang 5,"mantap, sedap cuminya"
Salsabilla,bintang 4,"kepedesan buat aku, cuminya agak keras tp enak bgt kalo sama nasi panasss"
R***a,bintang 5,barang sudah di terima dengan keadaan baik
Pujawan,bintang 5,"pesen ke dua varian ini, enakk"
I***r,bintang 5,Puas banget sama pelayanannya
Mia,bintang 5,"rasanya mantul banget, pengiriman nya CPT banget 👍👍👍"
Aquila,bintang 5,terlalu pedes
Muhammad,bintang 5,"pengiriman cepat, rasanya mantap"
Farrel,bintang 5,enak bngttt sambel cuminya❤
P***A,bintang 5,pedesnya nonjok.. cuminya gede.. sesuai deskripsi sambal enak
Putra,bintang 5,Top
Fakhri,bintang 5,udah paling Favorit
D***a,bintang 5,Jika ada opsi instan delivery akan lebih mantap
A***i,bintang 5,"cumi nya agak keras, sambelnya enak parah"
B***a,bintang 5,enakkkkk
S***e,bintang 3,cuminy sedikit n keras sambalny asin bgt
Moechamad,bintang 5,mantap rasa d pedasnya..
Billy,bintang 5,"mantaabb,,
pelayanan bagus, Fast Respon
mantab seee pelayane"
T***a,bintang 5,No review text
A***r,bintang 5,rasanya mantap
Michael,bintang 5,cepat bgt kiriman ya semoga enak dan lahap makan pakai sambal ini
Nika,bintang 5,"weeeenakkkkk euy, packagingnya jg rapih beut, habis mau nyobain yg lain >.<"
Saefudin,bintang 5,mantaapp
K***i,bintang 5,Sambal enak murah dan praktis
Andy,bintang 5,"pedasnya pas, bikin ketagihan banget 🤤"
Bossun,bintang 5,Sambal favorit keluarga saya 😆👍 Benar2 enak 👌
Muhammad,bintang 5,enak
A***f,bintang 5,rasa nya enak tapi kurang pedas saja koh
E***i,bintang 5,Enak bgt sambalnya maknyussss rasanya 😋😋😋😋
melyana,bintang 5,mantap
Edward,bintang 5,nice banget 🤗 makasih min datengnya cepet jg de best pokonya mas yanggun
syafaat,bintang 5,enak rasa sambelnya seger. paling enak dan kemasannya pun bagus
D***y,bintang 5,"barang sesuai pesanan, harga terjangkau dan pengiriman cepat, terima kasih"
R***a,bintang 5,No review text
A***i,bintang 4,Kirain kalengnya besar
Iqbal,bintang 5,pengiriman nya aja agak lama
Lilian,bintang 5,"kukira 200 gram bakal penuh gtuu , tp gpp deh enak bgt sumpehhhbeixnaidbidx 😍😍😭. SUMPAH G NYESEL NYOBA ,INI SRIUSAN ENAK ENAK ENAK ENAKKKKKKK PKE BGT. CUMI NY JG BNYK..."
matthew,bintang 3,"gatau saya aja yang apes atau gimana , packaging kaleng nya kurang rapet jadi minyak cabenya pada tumpah 🥲"
HendriSetiawan,bintang 5,Enaknya Bikin Candu Jadi Order Lagi kwkwkw
Antonov,bintang 5,baru coba ini dan rasanya mantap
rahmi,bintang 5,"Alhamdulillah, terimakasih.. paket sambal sdh diterima dgn baik, sesuai pesanan, rasa sambalnya pedas mantap, pengiriman lancar, respon penjual baik dan packingny jg aman..."
C***n,bintang 5,enak
nadia,bintang 5,No review text
R***y,bintang 5,Rasa cuminya kaya kurang seger atau fresh gitu
H***h,bintang 5,enak
p***a,bintang 5,enak bgt doain semoga aku kaya yah biar bisa beli tiap minggu
I***a,bintang 5,"mantappp, udah 2 kali order sambel disini, wenak tenan, semoga bisa langganan yaa❤❤❤"
M***M,bintang 5,barang sampai dengan selamat tanpa lecet. rasanya enak dan memuaskan. rasa pedasnya pas ada manis-manis nya juga dan isian cuminya tidak sedikit. mantaplah. semoga nanti...
Rinaldi,bintang 5,sangat muntub rasa mantabbbbbbbb
N***r,bintang 5,pedes gilaa
R***I,bintang 5,Mantab pedes
Yosita,bintang 5,udah repeat emang sambel disini enak enak
R***i,bintang 5,Pedesss banget
D***i,bintang 5,ok
A***o,bintang 5,"Utk rasa sambalnya enak pedasnya perlahan bikin kringetan, cumi nya banyakkk"
K***a,bintang 5,No review text
U***z,bintang 4,"overrated njir, menurut saya biasa2 aja rasanya, kurang gurih."
yulita,bintang 5,pedesnya mantul
R***i,bintang 5,"yang cumi mantap poll udh mau habis, ini mau beli lagi yang rasa cumi, nyesel ga rasa cumi ciamik dua² nya, yang cakalang aneh bgt rasanya"
Yana,bintang 5,packing super rapi
A***n,bintang 5,👍
Vici,bintang 3,cuminya ternyata dikittt banget
Binda,bintang 4,"Mantab kak 
Rasanya 🙏🏻🙏🏻"
Deky,bintang 4,sambalnya enak bgt... syg skali pengiriman sangat lama...
N***a,bintang 5,No review text
HendriSetiawan,bintang 5,Gk Sabar Pengen Nyoba Makan wkwkwk
Grace,bintang 5,"enak banget yang cumi. saya jarang doyan cumi tapi cumi di sini bersih, ga bau juga. enak banget pake nasi anget."
cia,bintang 5,"ok banget, Trims"
asmarasidoarjo,bintang 5,"SELLERNYA RAMAH,  RESPONNYA CEPAT. DAMBALNYA OK. NEXT BELI LAGI DISINI. POKOKNYA MANTUL PUOOOLLL."
Zalyn,bintang 5,"Mantap pengiriman aman dan cepat, packaging nya juga. Dan menurut saya untuk varian ini sangat cocok untuk orang yang ingin mencoba eatsambel, dan untuk sambel nya tentu..."
Sauri,bintang 5,Nampol bet
I***i,bintang 5,enak
Juan,bintang 5,"kurang pedas sedikit, masalah rasa joss 👍"
I***a,bintang 5,Pedes enak rasanya
Priya,bintang 3,rasanya biasa aja kak hehe menurut aku kurang asin si :(
Bossun,bintang 5,Sambal favorit keluarga saya 😆👍 Benar2 enak 👌
Muhammad,bintang 5,enak
A***f,bintang 5,rasa nya enak tapi kurang pedas saja koh
E***i,bintang 5,Enak bgt sambalnya maknyussss rasanya 😋😋😋😋
melyana,bintang 5,mantap
Edward,bintang 5,nice banget 🤗 makasih min datengnya cepet jg de best pokonya mas yanggun
syafaat,bintang 5,enak rasa sambelnya seger. paling enak dan kemasannya pun bagus
D***y,bintang 5,"barang sesuai pesanan, harga terjangkau dan pengiriman cepat, terima kasih"
R***a,bintang 5,No review text
A***i,bintang 4,Kirain kalengnya besar
Iqbal,bintang 5,pengiriman nya aja agak lama
Lilian,bintang 5,"kukira 200 gram bakal penuh gtuu , tp gpp deh enak bgt sumpehhhbeixnaidbidx 😍😍😭. SUMPAH G NYESEL NYOBA ,INI SRIUSAN ENAK ENAK ENAK ENAKKKKKKK PKE BGT. CUMI NY JG BNYK..."
matthew,bintang 3,"gatau saya aja yang apes atau gimana , packaging kaleng nya kurang rapet jadi minyak cabenya pada tumpah 🥲"
HendriSetiawan,bintang 5,Enaknya Bikin Candu Jadi Order Lagi kwkwkw
Antonov,bintang 5,baru coba ini dan rasanya mantap
rahmi,bintang 5,"Alhamdulillah, terimakasih.. paket sambal sdh diterima dgn baik, sesuai pesanan, rasa sambalnya pedas mantap, pengiriman lancar, respon penjual baik dan packingny jg aman..."
C***n,bintang 5,enak
nadia,bintang 5,No review text
R***y,bintang 5,Rasa cuminya kaya kurang seger atau fresh gitu
H***h,bintang 5,enak
p***a,bintang 5,enak bgt doain semoga aku kaya yah biar bisa beli tiap minggu
I***a,bintang 5,"mantappp, udah 2 kali order sambel disini, wenak tenan, semoga bisa langganan yaa❤❤❤"
M***M,bintang 5,barang sampai dengan selamat tanpa lecet. rasanya enak dan memuaskan. rasa pedasnya pas ada manis-manis nya juga dan isian cuminya tidak sedikit. mantaplah. semoga nanti...
Rinaldi,bintang 5,sangat muntub rasa mantabbbbbbbb
N***r,bintang 5,pedes gilaa
R***I,bintang 5,Mantab pedes
Yosita,bintang 5,udah repeat emang sambel disini enak enak
R***i,bintang 5,Pedesss banget
D***i,bintang 5,ok
A***o,bintang 5,"Utk rasa sambalnya enak pedasnya perlahan bikin kringetan, cumi nya banyakkk"
K***a,bintang 5,No review text
U***z,bintang 4,"overrated njir, menurut saya biasa2 aja rasanya, kurang gurih."
yulita,bintang 5,pedesnya mantul
R***i,bintang 5,"yang cumi mantap poll udh mau habis, ini mau beli lagi yang rasa cumi, nyesel ga rasa cumi ciamik dua² nya, yang cakalang aneh bgt rasanya"
